,id,stmt_date,HQ_city,legal_struct,ateco_sector,def_date,fs_year,asst_intang_fixed,asst_tang_fixed,asst_fixed_fin,asst_current,AR,cash_and_equiv,asst_tot,eqty_tot,eqty_corp_family_tot,liab_lt,liab_lt_emp,debt_bank_st,debt_bank_lt,debt_fin_st,debt_fin_lt,AP_st,AP_lt,debt_st,debt_lt,rev_operating,COGS,prof_operations,goodwill,inc_financing,exp_financing,prof_financing,inc_extraord,taxes,profit,days_rec,ebitda,roa,roe,wc_net,margin_fin,cf_operations
709982,1366580221,12/31/10,26,SRL,68,12/31/99,2010,0,0,185285,4813444,2375281,2261,4998729,32800,,0,0,315248,858119,0,0,202438,0,2983810,1982119,722027,645851,76176,76263,-28357,39647,0,-78429,-30610,-34490,,76176,1.52,-105.15,1829634,-152485,-34490
708924,1365530227,12/31/10,23,SRU,41,12/31/99,2010,0,0,0,2771293,434657,359,2771293,-27395,,0,0,0,0,0,0,175931,0,2798688,0,-1,21830,-21831,-21831,-89,89,0,-75,-21995,-52895,,-21831,-0.79,,-27395,,-52895
708597,1365260551,12/31/10,15,SRL,68,12/31/99,2010,6133,164,1500,16349664,1165145,371,16359619,-45651,,0,0,824217,10680000,0,0,3240524,0,4621275,11780000,2080416,1732661,347755,351543,-480221,480221,0,0,-132466,-146306,,351543,2.13,,11728389,,-142518
709315,1365850237,12/31/10,23,SRL,20,12/31/99,2010,1867517,8786334,1386288,14506649,10569088,86427,26708176,3752620,,604406,659136,7049515,7364137,0,0,5487996,0,14205252,7430346,22812860,21618775,1194085,7063397,-666591,662627,0,23983,551477,154287,208.58,3527773,4.47,4.11,301397,-8287519,2487975
709599,1366140422,12/31/10,41,SPA,68,12/31/99,2010,0,1938645,3414823,120574,96514,24060,5877568,5383162,,0,7869,141244,0,0,100000,91456,0,386384,100000,747382,458244,289138,420254,-8362,11635,0,0,280776,147420,,384888,4.92,2.74,-265810,29694,243170
708079,1364640357,12/31/10,35,SRL,46,12/31/99,2010,3892,838132,3301,1430683,1300982,22031,2284797,1437879,,0,72066,114340,0,0,0,505688,0,748719,0,3741145,3535370,205775,536273,-2683,2718,0,-534,202558,129525,,279516,9.01,9.01,681964,592554,203266
710309,1367010293,12/31/10,29,SRL,41,12/31/99,2010,7370,953411,0,839802,86204,71518,1802157,57320,,0,15992,18470,1258958,0,0,189658,0,467524,1258958,883608,854072,29536,276713,-17698,17828,0,21814,33652,10495,,95361,1.64,18.31,372278,-903461,76320
710029,1366640033,12/31/10,3,SRL,68,12/31/99,2010,510,1886850,144462,192203,190354,1849,2228064,1375689,,0,9079,,0,,0,,0,341665,500000,235826,218006,17820,106628,15222,4778,0,5674,38716,21305,,90558,0.8,1.55,-149462,-656133,94043
708222,1364820223,12/31/10,22,SRL,46,12/31/99,2010,464,3431000,39121,4418703,1864361,1194359,7890059,5303721,,13873,174918,150408,932364,0,0,1107569,0,1353894,932364,5610449,4876253,734196,1550808,-16750,20316,0,8340,725786,487215,,975748,9.31,9.19,3064809,1833136,728767
710560,1367270483,12/31/10,100,SPA,68,12/31/99,2010,41819,7928300,2603472,820574,154317,787,11401864,3476414,,8367,0,0,2109059,0,0,8087,0,190329,7609059,1010582,508647,501935,860929,-141707,141714,0,16678,376906,199493,,856200,4.4,5.74,630245,-7097177,553758
709171,1365730207,12/31/10,20,SRL,14,12/31/99,2010,718,2107258,2562,2379395,871091,63317,4502204,1522109,,75606,385858,615581,44873,0,0,929643,0,1831302,639362,3063089,3297822,-234733,839240,-41235,41568,0,-1337,-277305,-287450,,-110570,-5.21,-18.88,548093,-588429,-163287
709833,1366410833,12/31/10,83,SRL,41,12/31/99,2010,0,137896,11048,7953245,851876,72601,8152165,484764,,0,46723,112029,4469945,0,0,829166,0,3150732,4469946,2114057,1861149,252908,529936,-198047,198659,0,-784,54077,18697,,311911,3.1,3.86,4802513,335820,77700
710131,1366810206,12/31/10,20,SRL,68,12/31/99,2010,6684,1208018,5114,779254,32857,6312,2000186,739468,,0,0,20486,505191,0,0,33614,0,86245,1173442,95796,107278,-11482,16861,15754,17784,0,-1657,2615,272,,16861,-0.57,0.04,693009,-480348,28615
709334,1365870581,12/31/10,58,SRL,47,12/31/99,2010,229191,4633328,62207,1055463,1055416,47,5990963,205979,,0,1639,2068998,318799,2098174,0,1258987,0,5464546,318799,730035,620910,109125,585629,-132467,171836,0,1,-23341,-43307,,558823,1.82,-21.02,-4409083,-4718747,406391
709383,1365940939,12/31/10,28,SRL,70,12/31/99,2010,0,797711,430000,2466570,1775832,154761,3694281,419194,,0,0,0,0,0,0,16749,32628,280959,2994128,5323,26200,-20877,-18084,787,4,0,-1,-20091,-20091,,-18084,-0.57,-4.79,2185611,-808517,-17298
708912,1365510559,12/31/10,55,SRL,46,12/31/99,2010,12642,117693,0,3754714,2674907,90364,3895817,89579,,0,39823,680051,85000,0,0,2611678,0,3376907,389508,5440035,5393137,46898,358061,-28372,28419,0,366,18892,786,,76912,1.2,0.88,377807,-40756,30800
708502,1365130192,12/31/10,15,SRL,25,12/31/99,2010,83947,335399,0,2541292,1648832,14050,3007108,39080,,0,99627,,,,,,,2488820,377725,3081521,3357703,-276182,577175,-71881,72053,0,385,-347678,-356530,,-89984,-9.18,,52472,-380266,-170332
710615,1367300611,12/31/10,61,SRL,47,12/31/99,2010,12000,15096716,0,2746233,2129810,616423,17855525,5066715,,0,6347,1310344,8506624,0,0,1998341,0,3705179,9044804,2024042,1644201,379841,1300408,-323038,328530,0,29749,86552,15314,,1238835,2.13,0.3,-958946,-10042001,874308
709194,1365740925,12/31/10,92,SRL,25,12/31/99,2010,578,1835574,1723,1154372,721709,36100,2992247,1009111,,0,320229,103304,693525,,,251352,,443235,1219672,1615731,1552836,62895,735432,-28755,29073,0,0,34140,10455,,160187,2.1,1.04,711137,-828764,107747
708904,1365510237,12/31/10,23,SRL,29,12/31/99,2010,13372,1238099,0,1659640,1292413,1127,2951836,410929,,150000,278014,1184930,18748,0,0,754431,0,2093916,18748,3444587,3354953,89634,743769,-39848,39848,0,1,49787,26871,,166682,3.04,6.54,-434276,-840542,103919
710554,1367270434,12/31/10,43,SRL,46,12/31/99,2010,514,65216,0,2162458,1269643,857099,2228400,151373,,0,90,1967626,0,1237,0,19346,0,2075046,748,3352597,3160501,192096,230656,-27716,27716,0,51753,216133,133589,,216897,8.62,88.25,87412,85643,158390
708447,1365100583,12/31/10,58,SRL,86,12/31/99,2010,6494,193426,23021,1333062,1031484,299344,1558541,1127867,,1845,197650,0,0,0,0,29058,0,231179,0,1670327,1492213,178114,712346,6083,25,0,2650,186847,105988,253.69,202565,11.43,9.4,1101883,904926,130439
708809,1365410339,12/31/10,33,SRU,68,12/31/99,2010,0,2853201,0,46720,27583,19137,2901423,53218,,0,0,113,0,0,0,117892,0,1782404,1058552,41852,187607,-145755,-27411,-1219,1234,0,0,-146974,-158941,,-27411,-5.02,,-1735684,-2799983,-40597
708116,1364690428,12/31/10,42,SPA,52,12/31/99,2010,1026639,28077893,50132,3820662,2818873,1001789,33007838,15863603,,3642311,46492,6543046,4632929,0,0,1583198,0,8798987,4632929,1708061,1312722,395339,1120800,-110455,125018,-34930,-737,249217,180152,,859612,1.2,1.14,-4978325,-13291061,644425
709236,1365790748,12/31/10,74,SRL,8,12/31/99,2010,48024,1839899,5150,3050821,2372148,678673,4973672,1707541,,0,226554,,,,,,,2553382,483654,5228668,5066211,162457,1451303,-65557,66119,0,12540,109440,16958,,277802,3.27,0.99,497439,-185532,132303
708913,1365520293,12/31/10,1,SRU,35,12/31/99,2010,18940442,277118698,0,34153620,15628905,18524715,330260904,21217688,,0,0,11068181,249476644,47325753,0,936100,0,59434557,249476644,844267,3405989,-2561722,-200223,-1118472,1122246,0,-1909,-3682103,-3682103,,-200223,-0.78,-17.35,-25280937,-274841452,-1320604
708529,1365160199,12/31/10,98,SRL,68,12/31/99,2010,1058,0,0,5996069,855319,16,5998433,-3999,,0,0,297010,5000000,0,0,361193,0,1002432,5000000,0,-117992,117992,118521,-125615,125624,0,-727,-8350,-13999,,118521,1.97,,4993637,,-13470
709216,1365760410,12/31/10,41,SRL,17,12/31/99,2010,30803,725630,452,2649737,1893710,650897,3413949,592341,,73422,61664,1351724,497513,0,0,660181,0,2077302,497513,2985870,2877114,108756,678336,-17115,17392,0,-118474,-26833,-44388,,257318,3.19,-7.49,572435,-164544,104174
709105,1365660891,12/31/10,89,SRL,41,12/31/99,2010,0,82379,2500,1651210,1482821,5389,1744411,981738,,0,11467,5070,0,0,0,476629,0,683720,0,1653573,1198726,454847,716527,-1334,1338,0,702,454215,311386,,483755,26.07,31.72,967490,896859,340294
709201,1365750197,12/31/10,19,SRL,46,12/31/99,2010,38702,145667,0,1988664,957724,641602,2174709,256403,,0,5314,0,74500,0,0,666771,0,1805608,74500,2262746,2179183,83563,189247,-2246,3695,0,4628,85945,55943,,109983,3.84,21.82,183056,72034,82363
708844,1365440351,12/31/10,35,SRL,56,12/31/99,2010,0,2758727,267,1053626,100175,1294,3820947,3744685,,0,0,29843,0,0,0,19970,0,73969,858,106726,107332,-606,34823,-2100,2101,8077,-1,5370,1300,,34823,-0.02,0.03,979657,985691,36729
709672,1366240669,12/31/10,66,SRL,45,12/31/99,2010,38890,1211238,0,253623,5252,3546,1504252,832651,,0,6286,,,,,,,623688,41627,1061040,1052632,8408,88732,-30091,30091,0,29191,7508,4512,,20599,0.56,0.54,-370065,-417477,16703
708723,1365320884,12/31/10,88,SRL,46,12/31/99,2010,483,2307,0,3854731,1746156,233575,3857521,28932,,0,16659,0,0,0,0,2718775,0,2763937,1045000,3040081,3017235,22846,178075,-9312,9362,0,0,13534,6127,,23651,0.59,21.18,1090794,26142,6932
708742,1365340585,12/31/10,58,SRL,41,12/31/99,2010,0,11225,0,5941935,5540898,49454,5953160,2133048,,0,7011,386556,634593,0,0,26522,0,2204390,1608711,1162469,147838,1014631,1055159,-57874,59079,0,4,956761,645491,,1021704,17.04,30.26,3737545,2121823,652564
708122,1364710176,12/31/10,17,SRU,41,12/31/99,2010,0,462678,12500,1150105,41521,1108584,1639071,1143561,,0,34045,,0,,0,,0,461465,0,3039982,2679593,360389,602407,1740,1288,0,-447,361682,237247,,415378,21.99,20.75,688640,668383,292236
710254,1366930434,12/31/10,43,SRL,68,12/31/99,2010,22642,3095535,362965,309105,185183,123922,3790247,3005298,,9915,0,70000,0,0,0,22645,0,275034,500000,696036,405415,290621,387064,-30425,31147,0,1107,261303,127716,7.13,387064,7.67,4.25,34071,-475844,224159
708435,1365090511,12/31/10,51,SRL,32,12/31/99,2010,0,56096,1639,2272912,356718,194994,2443429,229858,,4525,33401,367379,1089120,0,0,483984,0,919006,1256639,2855502,2793122,62380,237935,-39539,38205,0,-412,22429,6748,,76022,2.55,2.94,1353906,172123,20390
709925,1366520284,12/31/10,58,SPA,61,12/31/99,2010,81686513,46564220,62473406,239372140,202428280,1498672,440816279,111610779,,5549415,17835803,935666,5406308,997451,0,146236042,0,298071381,7748901,289161347,298366268,-9204921,70103100,-7701698,9457695,0,0,-16906619,-16081034,,8139997,-2.09,-14.41,-58699241,-79113360,1263884
708296,1364920155,12/31/10,15,SRL,25,12/31/99,2010,41081,438939,150000,1860961,963461,670061,2599337,1804981,,0,225067,,0,,0,,0,546631,0,2146803,2071934,74869,563167,4465,0,0,16231,95565,45239,,170716,2.88,2.51,1314330,1174961,141086
709478,1366060158,12/31/10,98,SRL,29,12/31/99,2010,270722,5721829,511399,4044303,1358195,833820,10564574,1635716,,0,453891,3672416,2790415,0,0,1755050,0,5671733,2790415,10062295,9689338,372957,2056718,-161310,160873,5377,0,217024,73652,109.73,738560,3.53,4.5,-1627430,-4868234,439255
710281,1366960159,12/31/10,108,SRL,25,12/31/99,2010,35037,1156170,6,667340,388448,25623,1864424,590660,,16000,222096,291245,259275,0,0,263411,0,767161,259275,1011657,1038043,-26386,412587,-15411,15537,0,-1,-41798,-51473,,27798,-1.42,-8.71,-99821,-600553,2711
710461,1367160197,12/31/10,19,SRL,41,12/31/99,2010,140,585386,3800000,1450360,86602,52925,5925076,1454753,,0,1323,,,,,,,2455493,1987495,598156,610904,-12748,20901,275871,24252,0,338,263461,253335,,8170,-0.22,17.41,-1005133,-2930773,274253
710600,1367290937,12/31/10,93,SRU,27,12/31/99,2010,522,99328,914,1916215,459866,1333197,2053491,1483568,,0,52409,0,0,0,0,324732,0,517514,0,1267126,1039138,227988,415584,13695,0,0,353,242036,149172,,254032,11.1,10.05,1398701,1382804,175216
4521292,1481110433,12/31/10,43,SRL,32,2/7/11,2010,174490,415563,310,1402790,395301,453089,1995321,16932,,24964,109851,141718,210690,0,0,786094,0,1580512,253690,2180198,2154617,25581,672105,-61326,61397,-3275,10509,-28511,-48708,,125337,1.28,,-177722,-573431,51048
709969,1366540357,12/31/10,35,SRL,45,12/31/99,2010,228495,341015,1983148,6024772,2132034,92517,8664558,2501457,,0,253268,420169,492986,0,0,4460924,0,5416255,492986,32615916,32516877,99039,1330891,-41189,104448,-50000,1406612,1414462,1342691,6.58,174224,1.14,53.68,608517,-51201,1417876
708931,1365530532,12/31/10,53,SRU,41,12/31/99,2010,0,0,3350,4164697,901,87420,4168165,123629,,1089,0,1300000,0,,0,208723,0,4023589,0,916348,868673,47675,48091,-50428,50513,0,0,-2753,-4418,,48091,1.14,-3.57,141108,120279,-4002
709361,1365920550,12/31/10,55,SRL,45,12/31/99,2010,1020,43878,0,3003305,768653,26077,3339538,433469,,0,282600,1090992,0,0,0,1365108,0,2553648,0,16034388,15950141,84247,659541,-39345,42387,0,-7160,37742,13884,38.4,102931,2.52,3.2,449657,388571,32568
710376,1367050620,12/31/10,62,SRL,68,12/31/99,2010,1445,884375,0,1620523,90076,3860,2509616,105281,,0,7109,185520,1200019,0,0,510561,0,1195133,1200019,1209235,1082768,126467,234123,-87354,87354,0,1,39114,17482,,172476,5.04,16.61,425390,-780539,63491
710416,1367120936,12/31/10,93,SRL,41,12/31/99,2010,0,0,0,1871286,9911,91,1871286,257974,,0,0,843630,0,0,0,1528,0,845158,768154,0,17053,-17053,-17053,-21105,21105,0,0,-38158,-38158,,-17053,-0.91,-14.79,1026128,257974,-38158
710128,1366800058,12/31/10,5,SRU,41,12/31/99,2010,351028,934475,0,4073476,1504743,13140,5393026,398023,,17689,197009,1791663,0,0,0,2510568,0,4758127,0,6241500,5926931,314569,1831589,-118059,118316,0,0,196510,147034,,617435,5.83,36.94,-684651,-887480,449900
708771,1365370426,12/31/10,42,SRL,46,12/31/99,2010,335,100553,280008,4711984,3594780,80508,5101693,486868,,1130,201059,1718893,9084,0,0,2488432,0,4397789,9084,7440604,7152821,287783,732185,-41637,46163,0,1,246147,141992,,337023,5.64,29.16,314195,105972,191232
709628,1366200556,12/31/10,55,SRU,52,12/31/99,2010,41476,4985291,603541,710605,409450,264748,6341552,3000474,,12000,0,131,1765612,0,0,867818,0,1468982,1765762,2136673,1830303,306370,613880,-47769,48591,0,-82691,175910,162696,,613880,4.83,5.42,-758377,-2629834,470206
4560728,3460220167,12/31/10,16,SRL,41,2/9/11,2010,2530,0,0,20850042,4343650,6392,20852572,-10294389,,512169,912,23056213,0,0,0,3247891,0,30633880,0,-7792926,724555,-8517481,-8005312,-2048909,2049056,0,-87138,-10653528,-10653528,,-8517481,-40.85,,-9783838,,-10653528
708419,1365070935,12/31/10,93,SRL,41,12/31/99,2010,920222,791970,0,48880,42358,6522,1762071,1396978,,56,0,,,,,,,340653,24384,16126,36031,-19905,-16520,-2228,2250,0,-61371,-83504,-82891,,-16520,-1.13,-5.93,-291773,-315214,-79506
709822,1366410155,12/31/10,108,SRL,55,12/31/99,2010,46844,681810,5008,806670,178906,571730,1578429,475012,,0,361737,49491,255371,0,0,185982,0,485920,255371,2874262,2572522,301740,1629541,-12587,15197,0,-1,289152,170604,,394072,19.12,35.92,320750,-258650,262936
708611,1365280203,12/31/10,20,SRL,22,12/31/99,2010,8906,1465848,2333,2454391,2222433,11232,3931478,229183,,31400,169495,,,,,,,2831824,669576,4710955,4506462,204493,610855,-56670,56702,0,1,147824,87553,,313623,5.2,38.2,-377433,-1247904,196683
709695,1366310223,12/31/10,22,SRL,41,12/31/99,2010,0,385787,77,2030120,282839,1273,2416389,1145378,,0,23444,397036,386220,0,0,148955,0,861347,386220,1075246,910108,165138,239920,-60518,60518,0,1,104621,98167,,182207,6.83,8.57,1168773,759514,115236
1239971,1884390228,12/31/11,22,SRL,41,12/31/99,2011,0,0,77,3318744,238459,1211,3319685,173190,,0,0,2808667,0,0,0,214080,0,3129095,17400,812835,676135,136700,136700,-101313,101313,0,-2,35385,27161,,136700,4.12,15.68,189649,173113,27161
1238885,1883310284,12/31/11,28,SRL,15,12/31/99,2011,243220,259269,198395,3886336,2009229,1149511,4644527,2674688,,76226,227024,0,0,0,0,1442488,0,1665366,0,5770709,6097725,-327016,691094,14440,51,0,-40,-312616,-357087,,-68159,-7.04,-13.35,2220970,1973804,-98230
1238496,1882940263,12/31/11,26,SRL,68,12/31/99,2011,11051,1634142,459888,13464,13443,21,2134248,1228621,,0,0,197676,110995,0,0,2071,0,207933,696428,94959,69127,25832,52517,-12612,13740,-7300,1,5921,-1394,-4.78,52517,1.21,-0.11,-194469,-876460,25291
1239891,1884310929,12/31/11,15,SRU,68,12/31/99,2011,145186,1641254,1908969,9147256,2531949,4023,12902996,-1479027,,90000,12064,1200858,1113530,0,0,880067,0,3796433,10458608,724959,1852187,-1127228,-902145,-626180,679884,-239000,69024,-1923384,-1923384,,-972269,-8.74,,5350823,,-1768425
1241031,1885380012,12/31/11,10,SRL,2,12/31/99,2011,0,109265,0,2055032,36578,499,2165765,104461,,0,0,,,,,,,118473,1931368,60930,53776,7154,61082,-9,9,0,1028,8173,571,,8147,0.33,0.55,1936559,-4804,1564
1240406,1884810209,12/31/11,20,SRL,46,12/31/99,2011,1938,72358,0,2652885,2440775,154056,2730300,1999679,,0,1663,319741,0,0,0,392928,0,727355,0,1657902,1233256,424646,456974,-18416,19034,0,-305628,100602,48501,,440726,15.55,2.43,1925530,1925383,64581
1240250,1884650159,12/31/11,15,SRL,68,12/31/99,2011,0,4127371,0,524967,61162,463805,4652695,3301781,,45468,0,0,0,0,0,18742,0,33741,1271705,257247,165356,91891,178012,-43979,50215,0,-2,47910,26247,-90.26,178012,1.98,0.79,491226,-825590,112368
1239418,1883810168,12/31/11,16,SRL,41,12/31/99,2011,57662,103944,0,2716501,395796,117626,2881445,224845,,0,0,20840,1419160,0,0,243205,0,296735,2359160,1444122,1324373,119749,140359,-53215,53461,0,-607,65927,40663,,140359,4.16,18.08,2419766,63239,61273
1240320,1884730357,12/31/11,35,SRL,46,12/31/99,2011,0,31759,122,1604949,1280273,18689,1640361,200425,,0,91981,316434,0,0,0,910180,0,1347955,0,2763499,2645633,117866,496268,-47312,47853,0,0,70554,28799,,180096,7.19,14.37,256994,168544,91029
1239574,1884020684,12/31/11,68,SRU,41,12/31/99,2011,3118,59002,2421,1820058,137407,983,1886816,52467,,0,11523,774117,238119,0,0,138536,0,1578040,238119,1059357,1000231,59126,329506,-21864,22088,0,1,37263,17757,,76244,3.13,33.84,242018,-12074,34875
1238663,1883080598,12/31/11,59,SRL,46,12/31/99,2011,0,1968747,0,1205673,514285,1900,3180752,1054889,,2789,49357,449504,245502,0,0,413644,0,884953,1188369,1518848,1526037,-7189,213152,-15561,18963,0,2,-22748,-28413,,49592,-0.23,-2.69,320720,-913858,28368
1238393,1882770306,12/31/11,30,SRL,68,12/31/99,2011,9634,459193,1515731,2906798,521254,6405,4909051,-29492,,927402,0,2507472,901161,0,0,20732,0,2675484,1261967,849716,835580,14136,37754,-211616,93084,0,77986,-119494,-119494,,37754,0.29,,231314,,-95876
1240420,1884810688,12/31/11,68,SRL,68,12/31/99,2011,27529,12082631,200000,794539,450528,344011,13105231,12097959,,60000,7879,266679,520888,0,0,68423,0,414544,520888,401948,269413,132535,268481,-48513,48529,0,-22095,61927,7225,74.97,218405,1.01,0.06,379995,-212201,93095
1239785,1884220300,12/31/11,30,SRU,73,12/31/99,2011,4125,2579246,954,142221,133950,8271,2728784,1026371,,0,18379,356909,1006281,0,0,144714,0,661742,1006281,348087,292270,55817,242561,-50222,50252,0,3954,9549,1280,,130967,2.05,0.12,-519521,-1557954,76430
1239455,1883860122,12/31/11,12,SRL,45,12/31/99,2011,7811,110225,46980,1590733,816019,35055,1781174,48407,,34123,288197,327614,0,0,0,790476,0,1410447,0,4097963,4080583,17380,1243546,-22356,23198,0,0,-4976,-42230,,61421,0.98,-87.24,180286,-116609,1811
1240581,1884960012,12/31/11,1,SRL,68,12/31/99,2011,0,4181586,0,234503,199451,12305,4417295,2964763,,11304,85078,,,,,,,582174,761311,587875,780949,-193074,135196,-2081,2089,0,0,-195155,-187604,,-83222,-4.37,-6.33,-347671,-1216823,-77752
1240497,1884870351,12/31/11,35,SRL,27,12/31/99,2011,298019,77649,0,2557699,1190263,684722,2956249,699701,,594617,201066,0,0,0,0,498499,0,754162,700000,1760407,2924753,-1164346,107839,43574,23582,0,44112,-1076660,-1076660,,-924910,-39.39,,1803537,324033,-837224
1240146,1884540467,12/31/11,46,SPA,35,12/31/99,2011,165116,19576,50,20223955,18680629,1543326,20445234,4234874,,177268,82562,0,0,0,0,8392827,0,12212458,3062075,44401176,41200211,3200965,4289650,110454,41138,0,1,3311420,1903288,58.64,3673231,15.66,44.94,8011497,4050132,2375554
1239159,1883620062,12/31/11,6,SRU,41,12/31/99,2011,0,0,0,6993196,477604,21835,7016826,-1488572,,0,0,257241,3146287,0,0,247616,0,972563,7464362,-1139398,274628,-1414026,-1414026,-208913,209011,0,22119,-1600820,-1600820,,-1414026,-20.15,,6020633,,-1600820
1238555,1882980020,12/31/11,15,SRL,41,12/31/99,2011,5549,282,11184,6011213,119224,60474,6074912,211228,,0,0,187005,1625508,0,0,2293686,0,2500662,3355508,1138644,1057723,80921,83624,-74982,74993,0,0,5939,-12848,,83624,1.33,-6.08,3510551,194213,-10145
1240308,1884690999,12/31/11,10,SRL,41,12/31/99,2011,1297,0,0,3360856,15253,0,3362154,86318,,0,0,21634,0,0,0,89259,0,120836,3155000,190695,110059,80636,81284,-83124,83126,0,0,-2488,-5960,,81284,2.4,-6.9,3240020,85021,-5312
1238472,1882910266,12/31/11,26,SPA,70,12/31/99,2011,0,6362649,7194071,222740,219507,3233,13779474,8396719,,0,0,546975,0,0,0,52637,0,746825,4635000,520947,409220,111727,374999,-45457,93429,0,-57065,9205,-23214,-243.33,374999,0.81,-0.28,-524085,-5160001,240058
1239194,1883630061,12/31/11,6,SRL,70,12/31/99,2011,0,11480,12915,9524112,9521712,2400,9550457,-971651,,0,13257,5687013,0,0,0,145404,0,5895763,4547875,8735,279839,-271104,-164620,-357430,357423,-1103743,-63259,-1795536,-1795536,1478.8,-266146,-2.84,,3628349,,-1790578
1239060,1883500363,12/31/11,36,SRL,68,12/31/99,2011,41830,1889280,608,156609,127226,29383,2139276,1664274,,38,0,,,,,,,104943,293299,254863,211989,42874,100805,-10181,10304,0,-2202,30491,22165,,100805,2,1.33,51666,-267444,80096
1239132,1883590745,12/31/11,74,SRL,45,12/31/99,2011,17294,923205,1549,1048525,335456,17754,2030910,175911,,0,39236,18576,415030,0,0,1189942,0,1333994,481769,1741658,1675795,65863,272178,-30157,30322,0,-2117,33589,7215,,119702,3.24,4.1,-285469,-766137,61054
